,biases,tweets
302,50,The CDC recommends that Americans should not travel for Thanksgiving and has posted updated guidelines for safely c… 
303,50,"President Trump called at least one of the two GOP members of Michigan’s Wayne County board who said they want to ""… "
304,50,An NFL game will feature an all-Black officiating crew for the first time in the league's history. 
305,50,"Lockdowns could be avoided if everyone followed health measures such as wearing masks, the World Health Organizatio… "
306,50,A Covid-19 patient played the violin while on a ventilator in the ICU to thank health care workers… 
307,50,"""Trump is now treating the US election as he did the pandemic, denying the truth in insisting he won despite every… "
308,50,A petite Saw-whet owl that had hitched a ride to the Big Apple was inside the Rockefeller Christmas tree's scrawny… 
309,50,"Top officials and experts are pleading with Americans to take measures to stay safe on Thanksgiving, and the CDC su… "
310,50,"Throughout the Georgia recount, President Trump has continued to tweet out falsehoods around the state's ballots an… "
311,50,"Like the strong women before her, Hillary Clinton redefined the role of First Lady. See how she did it in an all-ne… "
312,50,"""Politics seems to be a broken business, politics needs to redefine its purpose."" "
313,50,Nigeria threatens CNN with sanctions but provides no evidence Lekki toll gate investigation is inaccurate 
314,50,"President-elect Joe Biden's transition team is treading lightly so far, saying little about how the incoming admini… "
315,50,"It may be time to beef up your security game because, according to new research, people are still using easy-to-hac… "
316,50,The Trump campaign is dropping its federal lawsuit in Michigan that alleged voting irregularities and asked the cou… 
317,50,"People who spend more time on their phones are more likely to reject larger, delayed rewards in favor of smaller, i… "
318,50,"Alan Greenspan headed the Federal Reserve for 19 years. He says he's ""never seen a particular situation"" like the o… "
319,50,"The CDC's ensemble forecast now projects there will be 276,000 to 298,000 coronavirus deaths in the US by December… "
320,50,"Lockdowns could be avoided if everyone followed health measures such as wearing masks, the World Health Organizatio… "
321,50,A trainer potentially exposed 50 athletes to Covid-19 at a Virginia gym. But what could have been a nightmare turne… 
322,50,A Covid-19 patient played the violin while on a ventilator in the ICU to thank health care workers… 
323,50,"London's arts and culture industry has been hard hit financially, with many worrying about the cultural lasting dam… "
324,50,"It’s been a big week for vaccine news. Today on the podcast, @DrSanjayGupta takes a deep dive into emergency use au… "
325,50,"JUST IN: 742,000 Americans filed for first-time unemployment benefits on a seasonally adjusted basis last week, the… "
326,50,"DHS is trying to ramp up agreements to send asylum seekers to Central American countries, plans that have largely b… "
327,50,Many health and government officials are urging Americans to stay home for the holidays. But if you are planning a… 
328,50,"""I just want people to know that there is a real, true suffering out there and it is a direct result of this virus.… "
329,50,📩 Sign up to get the facts on coronavirus delivered to your inbox daily: Here's everything… 
330,50,"Children in the US are on track to miss 9 million vaccine doses this year, risking outbreaks from contagious diseas… "
331,50,How Trump is intentionally making things more difficult for Biden | Analysis by @zbyronwolf 
332,50,More than 900 staff members across the Midwest Mayo Clinic system have been diagnosed with Covid-19 over the last 1… 
333,50,A retired orchestra teacher battling Covid-19 in a Utah hospital turned to his true passion -- music -- to help spr… 
334,50,World braced for more bombshells from furious Donald Trump after election defeat | Analysis by @NicRobertsonCNN… 
335,50,"Australian elite forces allegedly killed 39 Afghan civilians and prisoners unlawfully in an environment where ""bloo… "
336,50,"Ishita Malaviya, India's first professional female surfer, is changing her country's perception of the ocean… "
337,50,"Author and TV writer Charles Yu won the National Book Award for Fiction on Wednesday night for his novel ""Interior… "
338,50,"Along South Africa's east coast, between May and July, billions of sardines travel north towards Mozambique, pursue… "
339,50,An NFL game will feature an all-Black officiating crew for the first time in the league's history. 
340,50,"""Trump is now treating the US election as he did the pandemic, denying the truth in insisting he won despite every… "
341,50,"Obama's insights on Merkel, Putin and other leaders in his new book | Analysis by @StCollinson… "
342,50,A retired orchestra teacher battling Covid-19 in a Utah hospital turned to his true passion -- music -- to help spr… 
343,50,Naya Rivera's ex-husband and estate have filed a wrongful-death lawsuit Monday in the wake of the actress's death. 
344,50,How Trump is intentionally making things more difficult for Biden | Analysis by @zbyronwolf 
345,50,"""This will get worse.""

A top US official says hospitalizations and deaths will keep climbing as Covid-19 cases exp… "
346,50,"Bobby Brown Jr., the son of singer Bobby Brown, was found dead in his Los Angeles home on Wednesday, authorities co… "
347,50,India's attitude to arranged marriage is changing. But some say not fast enough 
348,50,"As coronavirus cases continue to rise across the United States, Lyft is enticing people to get on the road for Than… "
349,50,"The Democratic Republic of Congo officially declared the end of its 11th Ebola outbreak Wednesday, six months after… "
350,50,"Once one of the world's most powerful travel documents, the might of the US passport has shriveled during the Covid… "
351,50,"Australian elite forces allegedly killed 39 Afghan civilians and prisoners unlawfully in an environment where ""bloo… "
352,50,"""Pelosi wrote her name prominently in the history books a long time ago. Now the question is who will step into the… "
353,50,The Sacramento County Board of Supervisors on Tuesday unanimously approved a resolution that declared racism a publ… 
354,50,Some key pandemic relief programs are set to expire at the end of December. Here's what's at risk if no one acts.… 
355,50,Some key pandemic relief programs are set to expire at the end of December. Here's what's at risk if no one acts.… 
356,50,Major League Baseball has announced that New York Mets second baseman Robinson Canó will be suspended without pay f… 
357,50,"Investors have largely focused on other matters, including the makeup of the US Senate, progress in the quest to de… "
358,50,"""Cultural and ideological myth-making can squeeze out truth, science and facts in modern politics -- which means th… "
359,50,"House Speaker Nancy Pelosi is expected to retake the speaker's gavel in January.

She indicated this will be her la… "
360,50,"A professor who died last year left $350,000 to the university where she worked for more than four decades "
361,50,"""After four years of hyper-partisanship, we have a rare window of opportunity this January to come together, heal o… "
362,50,"As President-elect Joe Biden considers potential nominees to his Cabinet, Sen. Bernie Sanders says that “Secretary… "
363,50,New Jersey Gov. Phil Murphy says the lack of communication between the Trump administration and the Biden transitio… 
364,50,"Daniil Medvedev produced a brilliant display to beat world No. 1 Novak Djokovic in straight sets, 6-3 6-3, at the A… "
365,50,CNN's @ChrisCuomo speaks to Dr. Sanjay Gupta about New York City's decision to close down its public school buildin… 
366,50,"“There are beds, but they’re mainly occupied. The hospital is very full,” says Dr. Thomas Benzoni, an ER doctor in… "
367,50,"""I know there's a rush to testing now, but if you're tested negative today, that doesn't mean you're going to be ne… "
368,50,"Four days after a sheriff's deputy fatally shot two Black teenagers in the coastal Florida city of Cocoa, prompting… "
369,50,"“Covid is now killing at least one of us every minute in America,” says CNN’s @ChrisCuomo. “The election is over. B… "
370,50,“We have too many Democrats who are not giving their constituents a real choice in the sense of telling them that t… 
371,50,"Joe Biden became emotional after listening to an ICU nurse talk about treating Covid-19 patients.

“For the first t… "
372,50,"Adm. Brett Giroir, the Trump administration’s Covid-19 testing czar: “It is all about absolute adherence to wearing… "
373,50,"“This will get worse,” says Dr. Brett Giroir, the Trump administration’s Covid-19 testing czar about the coronaviru… "
374,50,"Adm. Brett Giroir, the Trump administration’s Covid-19 testing czar, says despite the surge in cases across the US,… "
375,20,As COVID-19 has ripped across the country—from densely populated cities on the coasts to the Sun Belt and back up t… 
376,20,NEW: Border Patrol emails obtained by @ABC News offer a rare glimpse into how quickly government agencies usually t… 
377,20,"Gusty, warm winds and dry conditions help spread a new wildfire in the West, this time in Colorado Springs.

As of… "
378,20,"Joe Biden will be sworn in as the oldest president in the nation’s history, displacing Ronald Reagan, who left the… "
379,20,"ROAD TO HELL: A driver has an ominous view of a smoke rising from a wildfire burning in California and Nevada, that… "
380,20,NEW: Sen. Rick Scott tests positive for COVID-19—the eighth member of Congress to test positive just this week.… 
381,20,"UP IN FLAMES: Video shows flames rising from the site of a tanker explosion, leading to the closure of I-12 in Loui… "
382,20,"A ""dangerous"" person of interest has been arrested after the remains of three people were found on two properties n… "
383,20,"NOTES OF GRATITUDE: An intubated COVID patient performs a violin rendition of the ""Tennessee Waltz"" to thank his ca… "
384,20,"NEW: Georgia Sec. of State Brad Raffensperger says he's ""disappointed"" Pres. Trump lost the state, but as an engine… "
385,20,California is imposing a nighttime curfew as its coronavirus figures soar but it will lean heavily on voluntary com… 
386,20,STARTING NOW: @ABC News has the latest headlines from across the globe. Diane Macedo anchors: 
387,20,The U.N. children's agency says the global pandemic and ensuing lockdown have taken their toll on the mental and ph… 
388,20,"NEW: Pres.-elect Joe Biden issues statement on Transgender Day of Remembrance: ""My administration will see you, lis… "
389,20,FUR MEETS FLIPPERS: A puppy takes a swim with wild dolphins on a beach in Australia. 
390,20,"The elderly had already faced isolation and loneliness. Now, it's getting worse. "
391,20,Pfizer and partner BioNTech announced they will submit a request on Friday to the U.S. Food and Drug Administration… 
392,20,"Grandpas and their grandsons often share a special bond, but for Jim Simpson and his namesake, James O’Leary, their… "
393,20,President Donald Trump’s legal entanglements are likely to intensify when he leaves the White House and loses immun… 
394,20,BREAKING: Pfizer and BioNTech to submit emergency authorization request of their COVID-19 vaccine candidate to FDA… 
395,20,"According to VotingWorks, the organization that helped implement the audit, it's the largest hand count of votes in… "
396,20,"CORONAVIRUS LATEST: — U.S. records all-time high of over 187K new cases.
— Pentagon policy… "
397,20,"Biden will be sworn in as the oldest president in the nation’s history, displacing Ronald Reagan, who left the Whit… "
398,20,"Prince William has broken his silence on an investigation into a controversial interview with his mother, the late… "
399,20,The Trump administration issued new recommendations this week urging residents and staff of nursing homes to avoid… 
400,20,"The CDC said in new guidelines that ""postponing travel and staying home is the best way to protect yourself and oth… "
401,20,"Queen Elizabeth, Prince Philip pose in new photo to mark their 73rd wedding anniversary. "
402,20,"For 57 years, the telescope has been a major tool used to explore the cosmos. "
403,20,A 17-year-old has found a forever home after spending a decade in the foster care system. 
404,20,A rapper turned himself into authorities and was charged with reckless endangerment and criminal possession of a we… 
405,20,Starbucks will increase wages for the majority of its staff starting next month. 
406,20,"The rapper will select students facing financial hardship who have been affected by the COVID-19 pandemic, and will… "
407,20,"The House of Representatives observed a moment of silence after the U.S. marked a grim milestone in the pandemic, w… "
408,20,"Even public health experts questioned the move, pointing out that schools have not proved to be likely transmission… "
409,20,The suppression of civil protests is unmatched in modern Iranian history—but many feel these events never received… 
410,20,The Black Friday holiday shopping tradition will look very different this year amid the COVID-19 pandemic. 
411,20,"Asked about Pres. Trump's refusal to concede, Joe Biden told @marykbruce Americans are witnessing “incredibly damag… "
412,20,"Though their journeys to a COVID-19 vaccine have been eerily similar, the companies themselves could not be more di… "
413,20,"By plucking old Senate colleagues for his cabinet, or any number of House members to fill out his administration, J… "
414,20,This mother says she could have lost her life if her daughter hadn’t picked up the phone to call for help. 
415,20,"The highly-anticipated film, starring Gal Gadot, Chris Pine, and Kristin Wiig, will premiere on Dec. 25 both in the… "
416,20,Having virtual Thanksgiving this year? Here's how to best navigate politics with your family: 
417,20,Hundreds of Hong Kong tour buses are collecting dust 10 months after local authorities banned non-resident arrivals… 
418,20,"Colorado's contact tracing capacity is tapped out, according to local health departments. "
419,20,"Due to health concerns, many gift-givers this year may rely less on in-person shopping to avoid crowds and instead… "
420,20,"742,000 workers filed for unemployment insurance last week, an uptick of more than 30,000 compared to the previous… "
421,20,"A ""dangerous"" person of interest has been arrested after the remains of three people were found on two properties n… "
422,20,"With smaller-scale Thanksgiving celebrations this year due to the pandemic, grocery stores are stocking their fresh… "
423,20,“I realized it was instructions to a basketball hoop...That's when I looked up and I saw the new one in the yard.” 
424,20,"Michael Robison has the definition of a modern family, with seven children—three biological, two adopted and two fo… "
425,20,"""It's an incredibly difficult time to be a public health official in rural America.""

Disillusionment, mistrust and… "
426,20,The voting machine company that has faced false fraud claims from Pres. Trump tells @ABC News their employees have… 
427,20,"Today, rural America is caught squarely in COVID-19’s crosshairs—and the impact of the virus is much more widesprea… "
428,20,"With the transition process blocked, President-elect Joe Biden’s transition team is turning to a group of former of… "
429,20,A new report details the grim circumstances facing marine animals as thousands of pounds of plastic continue to mak… 
430,20,Home security footage shows a wildfire burning dangerously close to the home of a Colorado Springs resident. Firefi… 
431,20,"NOTES OF GRATITUDE: An intubated COVID patient performs a violin rendition of the ""Tennessee Waltz"" to thank his ca… "
432,20,"“We hope that this means our vaccine will help to protect some of the most vulnerable people in society, but furthe… "
433,20,"The elderly had already faced isolation and loneliness. Now, it's getting worse. "
434,20,"According to VotingWorks, the organization that helped implement the audit, it's the largest hand count of votes in… "
435,20,Thanksgiving will need to be done differently this year in order to keep people safe due to COVID-19. Here are the… 
436,20,"Prince William breaks his silence on an investigation into a controversial interview with his mother, the late Prin… "
437,20,Our new investigative @abc2020 by @ABC News and the @CourierJournal examines the case evidence and searches for ans… 
438,20,False and misleading election-related claims were given an exponential boost in exposure after they were shared by… 
439,20,"Running out of legal alternatives to override an election loss, Pres. Trump is turning to an extraordinary maneuver… "
440,20,"A stunning timelapse shows the onset of the ""polar night""—the last sunset over a city in Alaska, plunging the regio… "
441,20,BREAKING: Georgia Secretary of State Brad Raffensperger's office has released the results of a full hand-count audi… 
442,20,"With the clock ticking on the Trump administration, Secretary of State Mike Pompeo is breaking precedents with a to… "
443,20,As COVID-19 has ripped across the country—from densely populated cities on the coasts to the Sun Belt and back up t… 
444,20,"Two more Pennsylvania legal challenges by Pres. Trump's campaign appear to have failed, insuring that more than 2,7… "
445,20,"On @ABCNewsLive, we have the latest after the U.S. marked a grim milestone in the pandemic. Plus, an update on the… "
446,20,ROUND AND ROUND: An Australian couple built a charming merry-go-round for their grandchildren using recycled materi… 
447,20,"Queen Elizabeth and Prince Philip received a homemade card from their great grandchildren – Prince George, Princess… "
448,20,Congress will head home for a week-long Thanksgiving holiday recess without passing any sort of compromise coronavi… 
449,20,"The U.S. has crossed a tragic threshold, marking at least 251,892 American lives lost to COVID-19.
 
After nine mon… "
450,20,"Dr. Anthony Fauci on 'some reticence of people' surrounding COVID-19 vaccine: ""The process of the speed did not com… "
451,20,"Asked about Pres. Trump's refusal to concede, Joe Biden tells @marykbruce Americans are witnessing “incredibly dama… "
452,20,"COVID LATEST: - U.S. records deadliest day in over six months.
- CDC predicts at least 276… "
453,20,"The House of Representatives observes a moment of silence after the U.S. marked a grim milestone in the pandemic, w… "
454,20,Pres. Trump's bid for a possible Supreme Court election intervention has yet to materialize as state election offic… 
455,20,"NEW: Dr. Deborah Birx at White House Coronavirus Task Force briefing: ""This is really a call to action for every Am… "
456,20,"""Cases are rising throughout the country, positivity in the last 30 days has risen from an average of 5% to 10%,"" V… "
457,20,"At White House Coronavirus Task Force briefing, Dr. Deborah Birx calls on Americans, ""in this moment of bringing pe… "
458,20,"""The direction we're going in is unfortunately—it's killing people.""

Florida mayors convened for a meeting to deli… "
459,20,"Pres.-elect Joe Biden on Pres. Trump's unsuccessful attempts to alter Michigan election outcome: ""It's hard to fath… "
460,20,"NEW: “You’ll soon hear my choice for Treasury … you’ll hear that either just before or just after Thanksgiving,” Pr… "
461,20,"The U.S. State Department has announced that products from Israeli settlements can be labeled “Made in Israel,” bre… "
462,20,"""We won Michigan. It's going to be certified.""

President-elect Joe Biden: ""What the president is doing now is real… "
463,20,"Vice Pres.-elect Kamala Harris assures governors and state leaders she and Pres.-elect Biden will give states ""the… "
464,20,"President-elect Joe Biden emphasizes bipartisan unity among governors in earlier meeting: ""The governors made clear… "
465,20,"President-elect Joe Biden: ""We know, like many of you do, how tough it is to find purpose in the memory of a loved… "
466,20,"President-elect Joe Biden: ""Yesterday, America reached another tragic milestone: 250,000 deaths.""

""We know, like m… "
467,20,WATCH LIVE: President-elect Joe Biden and Vice President-elect Kamala Harris deliver remarks on COVID-19. 
468,20,A rapper turned himself into authorities and was charged with reckless endangerment and criminal possession of a we… 
469,20,"NEW: New Hampshire Gov. Chris Sununu issues statewide mask mandate that will go into effect tomorrow: ""We have alwa… "
470,20,"The Trump White House tried to make Thanksgiving a new political flashpoint, calling new restrictions recommended b… "
471,20,"Even public health experts questioned the move, pointing out that schools have not proved to be likely transmission… "
472,20,"LATEST: The National Zoo and all Smithsonian museums will close on Nov. 23 due to rising cases in the Washington, D… "
473,20,New guidance says the best way to protect yourself and others is to stay home. 
474,20,"On @ABCNewsLive's ''The Breakdown,'' our team has the latest on the coronavirus after the U.S. passes another grim… "
475,20,"Rescuers reach families cut off in Honduras after deadly Iota sweeps through, leaving flooding in its wake.… "
476,20,"JUST IN: In an extraordinary move, Pres. Trump is expected to meet with Michigan's top state lawmakers on Friday at… "
477,20,"""Being an ICU nurse and feeling helpless—like, you can't even help your own family member. It was just terrifying.""… "
478,20,Kenyan police have arrested at least three medical officers from a public hospital in Nairobi for their alleged inv… 
479,20,"U.S. records deadliest day in over six months, with another 1,869 American lives lost on Wednesday.… "
480,20,"""You just kind of got to go with it and adapt as change comes.""

Students leaving for Thanksgiving from Iowa State… "
481,20,"Barack Obama's “A Promised Land” sold nearly 890,000 copies in the U.S. and Canada in its first 24 hours, a first-d… "
482,20,The voting machine company that has faced false fraud claims from Pres. Trump tells @ABC News their employees have… 
483,20,JUST IN: Pres. Trump spoke with two GOP canvassers in Michigan the night before they sought to rescind votes to cer… 
484,20,"Former acting CDC director warns the U.S. death toll from COVID-19 could reach 300,000 by the end of the year.… "
485,20,"As the country mourns at least 251,029 American lives lost to the coronavirus, Pres. Trump on Thursday did nothing… "
486,20,"NEW: More than 29,000 people in Europe died last week of COVID-19, equalling one about every 17 seconds, WHO offici… "
487,20,Protesters in Thailand used inflatable ducks to shield themselves as thousands rallied outside the country's Parlia… 
488,20,A K9 officer has been shot and killed after a suspect opened fire on a patrol vehicle with the dog and his human pa… 
489,20,"Though their journeys to a COVID-19 vaccine have been eerily similar, the companies themselves could not be more di… "
490,20,LATEST: Trump Campaign voluntarily dismisses one of its lawsuits in Michigan before a judge was able to rule on it.… 
491,20,"""It's an incredibly difficult time to be a public health official in rural America.""

Disillusionment, mistrust and… "
492,20,"Today, rural America is caught squarely in COVID-19’s crosshairs—and the impact of the virus is much more widesprea… "
493,20,As the virus has ripped across the country—from densely populated cities on the coasts to the Sun Belt and back up… 
494,20,"The U.S. has crossed a tragic threshold, marking at least 250,898 American lives lost to COVID-19.
 
After nine mon… "
495,20,At least 14 large wildfires are burning this morning in the West. 
496,20,"BREAKING: CDC recommends against Americans traveling for Thanksgiving.

""The opportunity to translocate disease or… "
497,20,"""That’s not going to happen,"" Michigan's Republican Senate leader said. "
498,20,Three masked suspects were seen allegedly breaking into a UK family's home through their four-year-old daughter's w… 
499,20,A tiny owl is recovering after it was found tucked away in the branches of Rockefeller Center's Christmas tree in N… 
500,20,"LATEST: With the pandemic intensifying in Los Angeles County, another stay-at-home order is possible in ""the near f… "
501,20,"For every COVID-19 death, a USC study finds 9 close family members are left to grieve. 

That would mean approximat… "
502,20,Two Michigan Republicans who initially blocked certification of election results for the county that includes Detro… 
503,20,Those who were close to Taylor say her relationship with Jamarcus Glover was over and that her death was a result o… 
504,20,Families of 3 young adults who died from COVID-19 share heartbreaking stories as the U.S. passes another grim miles… 
505,20,"LATEST: Dr. Anthony Fauci says his ""frustration"" with those not taking the pandemic seriously ""borders on pain"": ""T… "
506,20,Health experts say you don't need to worry that social distancing is weakening your immune system. 
507,20,The lawyer for an American who was scheduled to testify about his role in the dramatic capture of an Islamic State… 
508,20,British Prime Minister Boris Johnson has given his backing to what is being touted as the biggest investment progra… 
509,20,"""She didn't even get to have a prom...or walk down the aisle to get her diploma.""

Families of three young adults w… "
510,20,The U.N.’s top climate chief says deadlines set by some of the world’s top polluters to end greenhouse gas emission… 
511,20,Secretary of State Mike Pompeo says the U.S. will regard the Palestinian-led boycott movement as “anti-Semitic” and… 
512,20,TRANSITION LATEST: Thursday brings another day for Pres. Trump hunkered down in the White House with no public even… 
513,20,The Trump campaign legal challenges -- or what's left of them -- are no longer realistically about changing the out… 
514,20,A spokesperson for the Michigan secretary of state shot down the possibility of the two Republican members rescindi… 
515,20,"CAUGHT ON CAMERA: Thieves in Cambridgeshire, England were recorded during a raid on a jewelry store, during which t… "
516,20,"The U.S. has crossed a tragic threshold, marking 250,548 American lives lost to COVID-19— equivalent to:

- Nearly… "
517,20,The Black Friday holiday shopping tradition will look very different this year amid the COVID-19 pandemic. 
518,20,"On an update episode of “Have You Seen This Man?”, the search for convicted killer Lester Eubanks continues, bringi… "
519,20,"The highly-anticipated film, starring Gal Gadot, Chris Pine, and Kristin Wiig, will premiere on Dec. 25 both in the… "
520,20,"By plucking old Senate colleagues for his cabinet, or any number of House members to fill out his administration, B… "
521,20,"""It's an incredibly difficult time to be a public health official in rural America.""

Disillusionment, mistrust and… "
522,20,"Today, rural America is caught squarely in COVID-19’s crosshairs—and the impact of the virus is much more widesprea… "
523,20,Prince Harry honored veterans and their families and opened up about the impact the military has had on his own lif… 
524,20,"As the virus has ripped across the country, from densely populated cities on the coasts to the Sun Belt and back up… "
525,20,"The U.S. has crossed a tragic threshold, marking 250,537 American lives lost to COVID-19.
 
After nine months of nu… "
526,20,"CORONAVIRUS LATEST: — Former CDC head warns nation could be mourning 300,000 deaths by end… "
527,20,STARTING NOW: @ABC News has the latest headlines from across the globe. Diane Macedo anchors: 
528,20,"JUST IN: 742,000 workers filed for unemployment insurance last week, an uptick of more than 30,000 compared to the… "
529,20,"“We hope that this means our vaccine will help to protect some of the most vulnerable people in society, but furthe… "
530,20,"Public health experts questioned the closures, pointing out that schools have not proved to be likely transmission… "
531,20,"The owl, named Rockefeller, was taken to a wildlife center for rehabilitation. "
532,20,The voting machine company that has faced two weeks of false fraud claims from President Donald Trump told ABC News… 
533,20,"Due to health concerns, many gift-givers this year may rely less on in-person shopping to avoid crowds and instead… "
534,20,JUST IN: The U.S. State Department has announced that products from Israeli settlements can be labeled “Made in Isr… 
535,20,"Michael Robison has the definition of a modern family, with seven children -- three biological, two adopted and two… "
536,20,A panda cub—who has started crawling—got his three month checkup at the Smithsonian National Zoo. The zoo is crowd-… 
537,20,"""The direction we're going in is unfortunately—it's killing people.""

Florida mayors convened for a meeting to deli… "
538,20,"The Trump White House on Wednesday tried to make Thanksgiving a new political flashpoint, calling new restrictions… "
539,20,"It may be just a magnolia, but for many Mississippians, it is a symbol of a long-awaited reckoning with their state… "
540,20,"""It's time for President Trump to quit the nonsense, admit the truth and move on.""

Sen. Minority Leader Chuck Schu… "
541,20,Thanksgiving will need to be done differently this year in order to keep people safe due to COVID-19. Here are the… 
542,20,"The U.S. has crossed a tragic threshold, marking 250,537 American lives lost to COVID-19.
 
After nine months of nu… "
543,20,"""Being an ICU nurse and feeling helpless—like, you can't even help your own family member. It was just terrifying.""… "
544,20,"One in 10 residents in Maricopa County, Arizona, has had coronavirus, according to antibody testing done by the cou… "
545,20,President-elect Joe Biden rolls out his team and a new strategy to get cabinet nominations confirmed on Capitol Hil… 
546,20,"In Afghanistan, the withdrawal could herald yet more uncertainty, with daily violence showing no signs of abating a… "
547,20,"Wisconsin Elections Commission receives $3 million from Trump campaign, expects petition for recount. "
548,20,Pres. Trump's bid for a possible Supreme Court election intervention has yet to materialize as state election offic… 
549,20,"GOP senators criticized Pres. Trump’s firing of Chris Krebs, a top election security official who publicly contradi… "
550,20,"With the transition process blocked, President-elect Joe Biden’s transition team is turning to a group of former of… "
551,20,"While there is no video of the shooting itself, body camera video from the responding officers shows the chaos in t… "
552,20,Police used water cannons to disperse thousands of people who were protesting against Germany's COVID-19 measures i… 
553,20,"Pres.-elect Joe Biden warns COVID-19 vaccine distribution could ""be behind by weeks or months"" as his transition is… "
554,20,"The UK announced it would ban the sale of new gasoline and diesel vehicles by the year 2030, 10 years earlier than… "
555,20,"Vincent Reffet, one of Dubai’s “jetmen,” whose flights over the world’s tallest building and alongside a jumbo jet… "
556,20,A 17-year-old has found a forever home after spending a decade in the foster care system. 
557,20,"A wedding in Washington state attended by over 300 people has been linked to nearly 40 COVID-19 cases so far, healt… "
558,20,This bulldog is really enjoying Seattle's fall foliage – especially after the leaves hit the ground.… 
559,30,Michigan GOP leaders plan to meet with Trump at the White House despite a bipartisan outcry over the president’s ap… 
560,30,Options are signaling a more placid stock market through the end of 2020 
561,30,Cocoa climbed to the highest since February in New York as Hershey was said to take the unusual step of buying bean… 
562,30,Johnson &amp; Johnson persuaded a New York judge to slash by about two-thirds a $325 million jury award 
563,30,"A bipartisan group of former elected officials, Cabinet secretaries and military and civic leaders is running an ad… "
564,30,Investors are pouring money into debt of once-strong companies that have been crippled by the pandemic 
565,30,Treasury Secretary Steven Mnuchin said he will try to revive stalled stimulus talks with congressional Democrats 
566,30,Foot Locker posted surprisingly robust same-store sales that powered earnings past analysts’ estimates 
567,30,"President-elect Joe Biden's made it clear, controlling the pandemic is his first priority. Here's what is on his ag… "
568,30,"Young people are the least likely age group to believe that women are as capable at leadership as men, a new survey… "
569,30,Record Covid-19 cases in Japan and overseas are increasing the risk of the economy losing recovery momentum and eve… 
570,30,Check out this week's most compelling political images 
571,30,88 gift ideas to give everyone on your list exactly what they need this year: comfort and luxury 
572,30,"Mexico became the fourth country in the world to pass the mark of 100,000 deaths from the novel coronavirus, with h… "
573,30,The U.S. Treasury’s decision not to extend the Fed's emergency lending facilities past their year-end expiry is dis… 
574,30,Treasury Secretary Steven Mnuchin says his agency and the Fed have enough firepower to continue to support the econ… 
575,30,"Here's how the new stations wagons from Audi, Mercedes, and Porsche compare "
576,30,NEW: The Small Business Administration has privately directed employees not to use the word “fraud” in writing if t… 
577,30,President-elect Biden look to states as a laboratory for innovative climate action 
578,30,A star chef’s roast vegetable tart solves a lot of holiday problems 
579,30,“Head fakes” and “value traps” are some of the words being used by two money managers to warn investors who are rot… 
580,30,"Gold steadied after the longest losing run since March, as a sell-off in exchange-traded funds that was triggered b… "
581,30,The global economy could be facing a make-or-break moment in the Covid-19 pandemic as governments’ ability to cover… 
582,30,Satellite operator OneWeb is set to emerge from bankruptcy after the British government completes its acquisition o… 
583,30,"From tamales to caviar, what Houston's top chefs are eating this Thanksgiving "
584,30,"Newly-listed GoodRx got caught in the crosshairs of Amazon’s latest plans to shakeup the drug industry, but its CEO… "
585,30,"Africa’s largest listed food maker, Tiger Brands, is cutting as many as 400 jobs as part of cost-saving measures th… "
586,30,"The U.K.'s health secretary says there are ""promising signs"" that England's lockdown is working and that plans are… "
587,30,"Math knowledge is another casualty of the pandemic. Low-income students are learning less, according to online teac… "
588,30,"While celebrities cash in on tequila, Bruno Mars bets big on rum "
589,30,"Biden wins Georgia again, Mnuchin and Powell clash, and a rush to issue vaccine approvals. Here’s what is moving ma… "
590,30,"The U.S. and Taiwan are in talks for a visit by the U.S. Environmental Protection Agency chief, in what would be th… "
591,30,Britain’s ambition to renew its aging fleet of nuclear power plants loses momentum 
592,30,Black financial executives are mobilizing against progressive Democrats’ demand that Biden’s administration exclude… 
593,30,China’s top diplomat heads to Japan as the countdown to the end of Trump's rule prompts a recalibration of Beijing’… 
594,30,"Swiss drugmaker Novartis invests in a stem cell therapy being developed to treat respiratory distress, a complicati… "
595,30,The supply crunch in the global grain markets could linger past this year 
596,30,"Covid-19 vaccines are coming, but here's what it takes to get FDA approval ahead "
597,30,Young people keep falling behind the richer older generations 
598,30,Why aren't viruses viewed as national security threats and tracked with the same intensity that governments use to… 
599,30,"Attacks on $100,000 silobags full of freshly harvested soybeans in Argentina have come in rapid-fire succession in… "
600,30,The escalating pandemic is chipping away at the burst of vaccine optimism that propelled global stocks to a record 
601,30,U.K. regulator proposes raising its energy price cap to help utilities cope with additional costs from customer def… 
602,30,Boris Johnson’s top adviser on government ethics dramatically quits after the PM overrules his inquiry that found t… 
603,30,Wirecard's former CEO will be called back to testify to a parliamentary investigative committee and could face lega… 
604,30,The U.S. government struggled to publish high-quality data on coronavirus. These volunteers stepped up 
605,30,Ivory Coast and Ghana are getting into a price battle with traders that may have few winners 
606,30,Deutsche Bank CEO signals the worst may soon be over for pandemic-related losses 
607,30,Japan's Nomura plans to make permanent flexible working arrangements for bankers in London and New York 
608,30,Pfizer and BioNTech plan to file on Friday for an emergency use authorization that could allow their Covid-19 vacci… 
609,30,"Daimler unveiled the latest version of its $200,000 Mercedes-Maybach S-Class sedan, a highly profitable car the man… "
610,30,One of the biggest U.K. companies in line to get a boost from Boris Johnson’s ban on combustion engines is still at… 
